provincia_id,provincia_nombre,anio,codigo_delito_snic_id,codigo_delito_snic_nombre,cantidad_hechos,cantidad_victimas,cantidad_victimas_masc,cantidad_victimas_fem,cantidad_victimas_sd,tasa_hechos,tasa_victimas,tasa_victimas_masc,tasa_victimas_fem
02,Ciudad Autónoma de Buenos Aires,2005.0,4,Homicidios culposos por otros hechos,15.0,15.0,10.0,5.0,0.0,0.4983296,0.4983296,0.7211167,0.30802175
02,Ciudad Autónoma de Buenos Aires,2005.0,5,Lesiones dolosas,15617.0,16217.0,9062.0,7152.0,3.0,518.8276,538.76074,653.476,440.5943
02,Ciudad Autónoma de Buenos Aires,2005.0,6,Lesiones culposas en Accidentes Viales,10141.0,11484.0,7396.0,4087.0,1.0,336.90402,381.52115,533.33795,251.77698
02,Ciudad Autónoma de Buenos Aires,2005.0,7,Lesiones culposas por otros hechos,1530.0,1612.0,820.0,792.0,0.0,50.82962,53.55382,59.131573,48.790646
02,Ciudad Autónoma de Buenos Aires,2005.0,8,Otros delitos contra las personas,1241.0,1305.0,599.0,695.0,11.0,41.22847,43.354675,43.194893,42.81502
02,Ciudad Autónoma de Buenos Aires,2005.0,9,Delitos contra el honor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02,Ciudad Autónoma de Buenos Aires,2005.0,10,Abusos sexuales con acceso carnal (violaciones),215.0,220.0,23.0,197.0,0.0,7.142724,7.308834,1.6585685,12.136057
02,Ciudad Autónoma de Buenos Aires,2005.0,11,Otros delitos contra la integridad sexual,591.0,623.0,84.0,537.0,2.0,19.634186,20.697289,6.0573807,33.081535
02,Ciudad Autónoma de Buenos Aires,2005.0,12,Delitos contra el estado civil,1.0,,,,,0.033221975,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,13,Amenazas,14444.0,,,,,479.8582,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,14,Otros delitos contra la libertad,2517.0,2517.0,0.0,0.0,2517.0,83.619705,83.619705,0.0,0.0
02,Ciudad Autónoma de Buenos Aires,2005.0,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),71277.0,,,,,2367.9626,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),3474.0,,,,,115.41313,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,17,Robos agravados por el resultado de lesiones y/o muertes,16.0,,,,,0.5315516,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,6.0,,,,,0.19933183,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,19,Hurtos,50701.0,,,,,1684.3872,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,20,Tentativas de hurto,956.0,,,,,31.760206,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,21,Otros delitos contra la propiedad,8032.0,,,,,266.8389,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,22,Delitos contra la seguridad pública,312.0,,,,,10.365255,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,23,Delitos contra el orden público,328.0,,,,,10.896808,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,24,Delitos contra la seguridad de la nación,3.0,,,,,0.09966592,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,25,Delitos contra los poderes públicos y el orden constitucional,9.0,,,,,0.29899776,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,26,Delitos contra la administración pública,2204.0,,,,,73.22123,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,27,Delitos contra la fe pública,846.0,,,,,28.10579,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,28,Ley 23.737 (estupefacientes),7861.0,,,,,261.15793,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,29,Delitos previstos en otras leyes,2624.0,,,,,87.17446,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,30,Contravenciones,71.0,,,,,2.35876,,,
02,Ciudad Autónoma de Buenos Aires,2005.0,31,Suicidios (consumados),222.0,222.0,0.0,0.0,222.0,7.8757143,7.8757143,0.0,0.0
02,Ciudad Autónoma de Buenos Aires,2006.0,1,Homicidios dolosos,116.0,119.0,99.0,20.0,0.0,3.8490484,3.9485927,7.119828,1.2321393
02,Ciudad Autónoma de Buenos Aires,2006.0,2,Homicidios dolosos en grado de tentativa,26.0,29.0,22.0,4.0,3.0,0.86271775,0.9622621,1.5821841,0.24642788
02,Ciudad Autónoma de Buenos Aires,2006.0,3,Muertes en accidentes viales,119.0,119.0,82.0,29.0,8.0,3.9485927,3.9485927,5.8972316,1.7866021
